page_content,metadata
"المادة العاشرة: 
الأحكام الصادرة من محكمة الاستئناف أو المؤيدة منها بالقتل، أو الرجم، أو القطع، أو القصاص في 
النفس أو فيما دونها، لا تكون نهائية إلا بعد تأييدها من المحكمة العليا.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة الحادية عشرة: 
إذا لم تؤيد المحكمة العليا الحكم المعروض عليها ـ تطبيقاا للمادة (العاشرة) من هذا النظام ـ فتنقض 
الحكم، وتعيد القضية إلى محكمة الدرجة الأولى لتحكم فيها من جديد من غير من نظرها.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة الثانية عشرة: 
يكون التحقيق مع الأحداث والفتيات ومحاكمتهم وفقاا للأنظمة واللوائح المنظمة لذلك.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة الثالثة عشرة: 
تتولى هيئة التحقيق والادعاء العام التحقيق والادعاء العام طبقاا لنظامها ولائحته.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة الرابعة عشرة: 
على جميع رجال السلطة العامة أن ينفذوا أوامر الجهات القضائية الصادرة طبقاا لهذا النظام، ولهم أن 
يستعملوا الوسيلة المناسبة لتنفيذها.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة الخامسة عشرة: 
تختص هيئة التحقيق والادعاء العام - وفقاا لنظامها - بإقامة الدعوى الجزائية ومباشرتها أمام المحاكم 
المختصة.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة السادسة عشرة: 
للمجني عليه - أو مَنْ ينوب عنه - ولوارثه من بعده، حق رفع الدعوى الجزائية في جميع القضايا 
التي يتعلق بها حق خاص، ومباشرة هذه الدعوى أمام المحكمة المختصة. وعلى المحكمة في هذه 
الحال إبلاغ المدعي العام بالحضور.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة السابعة عشرة: 
لا تجوز إقامة الدعوى الجزائية أو إجراء التحقيق في الجرائم الواجب فيها حق خاص للأفراد إلا 
بناءا على شكوى من المجني عليه، أو ممَنْ ينوب عنه، أو وارثه من بعده إلى الجهة المختصة؛ إلا إذا  
رأت هيئة التحقيق والادعاء العام مصلحة عامة في رفع الدعوى والتحقيق في هذه الجرائم.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة الثامنة عشرة: 
إذا ظهر للمحكمة تعارض بين مصلحة المجني عليه أو وارثه من بعده وبين مصلحة نائبه؛ فَيُمْنَع  
النائب من الاستمرار في المرافعة، ويقام نائب آخر.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة التاسعة عشرة: 
إذا تبين للمحكمة - في دعوى مقامة أمامها - أن هناك متهمين غير من أقيمت الدعوى عليهم، أو 
وقائع أخرى مرتبطة بالتهمة المعروضة، فعليها إبلاغ من رفع الدعوى بذلك؛ لاستكمال الإجراءات  
المنصوص عليها في هذا النظام.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة العشرون: 
للمحكمة إذا وقعت أفعال من شأنها الإخلال بأوامرها أو بالاحترام الواجب لها، أو التأثير في أحد 
أعضائها أو في أحد أطراف الدعوى أو الشهود، وكان ذلك في شأن دعوى منظورة أمامها؛ أن تنظر 
في تلك الأفعال وتحكم فيها بالمقتضى الشرعي .","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 3}"
"المادة الحادية والعشرون: 
لا يجوز لعضو هيئة التحقيق والادعاء العام أن يتولى أي قضية، أو يصدر أي قرار فيها، وذلك في الحالات 
الآتية: 
1 - إذا وقعت الجريمة عليه شخصياا، أو كان زوجاا لأحد الخصوم، أو كانت تربطه بأحدهم صلة 
قرابة أو مصاهرة إلى الدرجة الرابعة. 
2 - إذا كان بينه وبين أحد الخصوم عداوة أو مودة يرجح تأثيرها في مسار التحقيق. 
3 - إذا كان قد سبق له أن أدى أي عمل في القضية؛ بوصفه خبيراا، أو محكماا، أو وكيلاا، أو أدى  
شهادة فيها، ونحو ذلك.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 4}"
"المادة الثانية والعشرون: 
تنقضي الدعوى الجزائية العامة في إحدى الحالات الآتية: 
1 - صدور حكم نهائي. 
2 - عفو ولي الأمر فيما يدخله العفو. 
3 - ما تكون التوبة فيه بضوابطها الشرعية مسقطة للعقوبة. 
4 - وفاة المتهم. 
ولا يمنع ذلك من الاستمرار في دعوى الحق الخاص.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 4}"
"المادة الثالثة والعشرون: 
تنقضي الدعوى الجزائية الخاصة في إحدى الحالتين الآتيتين: 
1 - صدور حكم نهائي. 
2 - عفو المجني عليه أو وارثه. 
ولا يمنع عفو المجني عليه أو وارثه من الاستمرار في دعوى الحق العام.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 4}"
"المادة الرابعة والعشرون: 
رجال الضبط الجنائي هم الأشخاص الذين يقومون بالبحث عن مرتكبي الجرائم وجمع المعلومات 
والأدلة اللازمة للتحقيق وتوجيه الاتهام.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 4}"
"المادة الخامسة والعشرون: 
يخضع رجال الضبط الجنائي - فيما يتعلق بوظائفهم في الضبط الجنائي المقررة في هذا النظام - 
لإشراف هيئة التحقيق والادعاء العام. وللهيئة أن تطلب من الجهة المختصة النظر في أمر كل من 
تقع منه مخالفة لواجباته أو تقصير في عمله، ولها أن تطلب رفع الدعوى التأديبية عليه، دون إخلال 
بالحق في رفع الدعوى الجزائية. 
تعديلات المادة 
- عُدلت هذه المادة وذلك بموجب المرسوم الملكي رقم (م/٨) وتاريخ  1443/3/29هـ، لتكون بالنص الآتي
"" يخضع رجال الضبط الجنائي - فيما يتعلق بوظائفهم في الضبط الجنائي المقررة في هذا النظام - لإشراف 
النيابة العامة. وللنيابة العامة أن تطلب من الجهة المختصة النظر في أمر كل من تقع منه مخالفة لواجباته أو 
تقصير في عمله، ولها أن تطلب رفع الدعوى التأديبية عليه، وتشعر النيابة العامة بما تم في شأن ذلك الطلب،  
وذلك دون إخلال بالحق في رفع الدعوى الجزائية.""","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 4}"
"المادة السادسة والعشرون: 
يقوم بأعمال الضبط الجنائي - بحسب المهمات الموكولة إليه - كل من: 
1 - أعضاء هيئة التحقيق والادعاء العام، في مجال اختصاصهم. 
2 - مديري الشرط ومعاونيهم في المدن والمحافظات والمراكز. 
3 - الضباط في جميع القطاعات العسكرية- كل بحسب المهمات الموكولة إليه - في الجرائم التي تقع 
ضمن اختصاص كل منهم. 
4 - محافظي المحافظات ورؤساء المراكز. 
5 - رؤساء المراكب السعودية البحرية والجوية، في الجرائم التي ترتكب على متنها. 
6 - رؤساء مراكز هيئة الأمر بالمعروف والنهي عن المنكر، في حدود اختصاصهم. 
7 - الموظفين والأشخاص الذين خولوا صلاحيات الضبط الجنائي، بموجب أنظمة خاصة. 
8 - الجهات واللجان والأشخاص الذين يكلفون بالتحقيق، بحسب ما تقضي به الأنظمة.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 5}"
"المادة السابعة والعشرون: 
على رجال الضبط الجنائي كل بحسب اختصاصه أن يقبلوا البلاغات والشكاوى التي ترد إليهم في 
جميع الجرائم، وعليهم وعلى مرءوسيهم تحت إشرافهم أن يقوموا بفحصها وجمع المعلومات المتعلقة 
بها في محضر يوقعون عليه، ويسجلوا ملخصها وتاريخها في سجل يعد لذلك، مع إبلاغ هيئة 
التحقيق والادعاء العام بذلك فوراا. ويجب أن ينتقل رجل الضبط الجنائي بنفسه إلى مكان الحادث  
للمحافظة عليه، وضبط كل ما يتعلق بالجريمة، والمحافظة على أدلتها، والقيام بالإجراءات التي 
تقتضيها الحال، وعليه أن يثبت جميع هذه الإجراءات في محضر خاص بذلك يوقع عليه هو 
ومعاونوه.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 5}"
"المادة الثامنة والعشرون : 
لرجال الضبط الجنائي أثناء جمع المعلومات أن يستمعوا إلى أقوال من لديهم معلومات عن الوقائع 
الجنائية ومرتكبيها، وأن يسألوا من نسب إليه ارتكابها، ويثبتوا ذلك في محاضرهم. ولهم أن يستعينوا 
بأهل الخبرة من أطباء وغيرهم ويطلبوا رأيهم كتابة.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 5}"
"المادة التاسعة والعشرون: 
تعد الشكوى المقدمة ممَّن أصابه ضرر بسبب الجريمة مطالبة بحقه الخاص، إلا إذا قرر صراحة 
أمام المحقق نزوله عن حقه. وعلى المحقق إثبات ذلك في المحضر والإشهاد عليه، مع تصديق 
المحكمة المختصة على نزوله عن الحق في القصاص وحد القذف.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 5}"
"المادة الثلاثون : 
تكون الجريمة متلبساا بها حال ارتكابها، أو عقب ارتكابها بوقت قريب. وتعد الجريمة متلبساا بها إذا 
تبع المجني عليه شخصاا، أو تبعته العامة مع الصياح إثر وقوعها، أو إذا وجد مرتكبها بعد وقوعها 
بوقت قريب حاملاا آلات، أو أسلحة، أو أمتعة، أو أدوات، أو أشياء أخرى، يستدل منها على أنه فاعل 
أو شريك فيها، أو إذا وجدت به في هذا الوقت آثار أو علامات تفيد ذلك.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 5}"
"المادة الحادية والثلاثون: 
يجب على رجل الضبط الجنائي – في حال التلبس بالجريمة - أن ينتقل فوراا إلى مكان وقوعها 
ويعاين آثارها المادية ويحافظ عليها، ويثبت حال الأماكن والأشخاص، وكل ما يفيد في كشف  
الحقيقة، وأن يسمع أقوال من كان حاضراا، أو من يمكن الحصول منه على معلومات في شأن الواقعة 
ومرتكبها. ويجب عليه أن يبلغ هيئة التحقيق والادعاء العام فوراا بانتقاله.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 5}"
"المادة الثانية والثلاثون: 
لرجل الضبط الجنائي عند انتقاله - في حال التلبس بالجريمة - أن يمنع الحاضرين من مبارحة مكان 
الواقعة أو الابتعاد عنه، حتى يحرر المحضر اللازم بذلك. وله أن يستدعي في الحال من يمكن 
الحصول منه على معلومات في شأن الواقعة. 
وإذا خالف أحد الحاضرين الأمر الصادر إليه من رجل الضبط الجنائي أو امتنع أحد ممَّ ن دعاهم عن 
الحضور؛ فيثبت ذلك في المحضر، ويحال المخالف إلى المحكمة المختصة لتقرير ما تراه في شأنه.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 6}"
"المادة الثالثة والثلاثون: 
لرجل الضبط الجنائي في حال التلبس بالجريمة القبض على المتهم الحاضر الذي توجد دلائل كافية 
على اتهامه؛ على أن يحر ِّر محضراا بذلك، وأن  يبادر بإبلاغ هيئة التحقيق والادعاء العام فوراا. وفي 
جميع الأحوال لا يجوز إبقاء المقبوض عليه موقوفاا لأكثر من أربع وعشرين ساعة إلا بأمر كتابي 
من المحقق. 
فإذا لم يكن المتهم حاضراا، فيجب على رجل الضبط الجنائي أن يصدر أمراا بالقبض عليه وإحضاره، 
وأن يبين ذلك في المحضر.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 6}"
"المادة الرابعة والثلاثون: 
يجب على رجل الضبط الجنائي أن يسمع فوراا أقوال المتهم المقبوض عليه، وإذا ترجح وجود دلائل 
كافية على اتهامه فيرسله خلال أربع وعشرين ساعة مع المحضر إلى المحقق الذي يجب عليه أن 
يستجوب المتهم المقبوض عليه خلال أربع وعشرين ساعة، ثم يأمر بتوقيفه أو الإفراج عنه .","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 6}"
"المادة الخامسة والثلاثون: 
في غير حالات التلبس بالجريمة، لا يجوز القبض على أي إنسان أو توقيفه إلا بأمر من السلطة 
المختصة بذلك.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 6}"
"المادة السادسة والثلاثون: 
1 - يجب أن يعامل الموقوف بما يحفظ كرامته ولا يجوز إيذاؤه جسدياا أومعنوياا ويجب إخباره  
بأسباب توقيفه ويكون له الحق في الاتصال بمن يرى إبلاغه. 
2 - يجب إبلاغ مرجع الموظف الموقوف فور صدور أمر المحقق باستمرار توقيفه. 
3 - يكون سماع أقوال المرأة واستجوابها والتحقيق معها بحضور أحد محارمها، فإن تعذر ذلك فبما
يمنع الخلوة.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 6}"
"المادة السابعة والثلاثون : 
لا يجوز توقيف أي إنسان أو سجنه إلا في السجون أو أماكن التوقيف المخصصة لذلك نظاماا. ولا 
يجوز لإدارة أي سجن أو توقيف قبول أي إنسان إلا بموجب أمر مسبب ومحدد المدة وموقع عليه من 
السلطة المختصة، ويجب ألا تبقيه بعد المدة المحددة في هذا الأمر.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 6}"
"المادة الثامنة والثلاثون : 
على المختصين من أعضاء هيئة التحقيق والادعاء العام زيارة السجون وأماكن التوقيف في دوائر 
اختصاصهم في أي وقت دون التقيد بالدوام الرسمي، والتأكد من عدم وجود مسجون أو موقوف 
بصفة غير مشروعة، وأن يطَّلعوا على سجلات السجون وسجلات أماكن التوقيف، وأن يتصلوا  
بالمسجونين والموقوفين، وأن يسمعوا شكاواهم، وأن يتسلموا ما يقدمونه في هذا الشأن. وعلى 
مديري السجون وأماكن التوقيف أن يقدموا لأعضاء هيئة التحقيق والادعاء العام كل ما يحتاجونه 
لأداء مهماتهم.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 6}"
"المادة التاسعة والثلاثون: 
لكل مسجون أو موقوف الحق في أن يقدم - في أي وقت - إلى مدير السجن أو التوقيف شكوى كتابية 
أو شفهية، ويطلب منه إبلاغها إلى عضو هيئة التحقيق والادعاء العام، وعلى المدير قبولها وإبلاغها 
في الحال بعد إثباتها في سجل يعد لذلك، وتزويد مقدمها بما يثبت تسلمها. وعلى إدارة السجن أو 
التوقيف تخصيص مكتب مستقل لعضو الهيئة المختص لمتابعة أحوال المسجونين أو الموقوفين .","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 7}"
"المادة الأربعون: 
لكل من علم بوجود مسجون أو موقوف بصفة غير مشروعة أو في مكان غير مخصص للسجن أو 
التوقيف أن يبلغ هيئة التحقيق والادعاء العام. وعلى عضو الهيئة المختص فور علمه بذلك أن ينتقل 
إلى المكان الموجود فيه المسجون أو الموقوف، وأن يجري التحقيق، وأن يأمر بالإفراج عنه إذا كان  
سجنه أو توقيفه جرى بصفة غير مشروعة، وعليه أن يحرر محضراا بذلك يرفع إلى الجهة المختصة 
لتطبيق ما تقضي به الأنظمة في حق المتسببين في ذلك.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 7}"
"المادة الحادية والأربعون: 
للأشخاص ومساكنهم ومكاتبهم ومراكبهم حرمة تجب صيانتها. وحرمة الشخص تحمي جسده  
وملابسه وماله وما معه من أمتعة. وتشمل حرمة المسكن كل مكان مسو ر أو محاط بأي  
حاجز، أو مُعد ٍّ لاستعماله مأوى.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 7}"
"المادة الثانية والأربعون: 
لا يجوز لرجل الضبط الجنائي الدخول إلى أي مكان مسكون أو تفتيشه إلا في الأحوال المنصوص 
عليها نظاماا، وبأمر مسبب من هيئة التحقيق والادعاء العام، وما عدا المساكن فيكتفى في تفتيشها 
بإذن مسبب من المحقق. وإذا رفض صاحب المسكن أو شاغله تمكين رجل الضبط الجنائي من 
الدخول أو قاوم دخوله، جاز لرجل الضبط الجنائي أن يتخذ الوسائل اللازمة المشروعة لدخول  
المسكن بحسب ما تقتضيه الحال. 
ويجوز دخول المسكن في حال طلب المساعدة من الداخل، أو حدوث هدم أو غرق أو حريق أو نحو 
ذلك، أو دخول معتدٍّ أثناء مطاردته للقبض عليه.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 7}"
"المادة الثالثة والأربعون: 
يجوز لرجل الضبط الجنائي - في الأحوال التي يجوز فيها نظاماا القبض على المتهم - أن يفتشه. 
ويشمل التفتيش جسده وملابسه وأمتعته. وإذا كان المتهم امرأة وجب أن يكون التفتيش من قبل امرأة 
يندبها رجل الضبط الجنائي.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 7}"
"المادة الرابعة والأربعون: 
يجوز لرجل الضبط الجنائي في حال التلبس بالجريمة أن يفتش مسكن المتهم ويضبط ما فيه من 
الموجودات التي تفيد في كشف الحقيقة؛ إذا اتضح من أمارات قوية أنها موجودة في المسكن.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 7}"
"المادة الخامسة والأربعون: 
إذا قامت أثناء تفتيش مسكن متهم قرائن ضده، أو ضد أي شخص موجود فيه - على أنه يخفي معه 
شيئاا يفيد في كشف الحقيقة - جاز لرجل الضبط الجنائي أن يفتشه .","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 7}"
"المادة السادسة والأربعون: 
لا يجوز التفتيش إلا للبحث عن الأشياء الخاصة بالجريمة الجاري جمع المعلومات عنها، أو التحقيق 
في شأنها. ومع ذلك، إذا ظهر عرضاا أثناء التفتيش وجود أشياء تعد حيازتها جريمة، أو تفيد في 
كشف الحقيقة في جريمة أخرى، وجب على رجل الضبط الجنائي ضبطها وإثباتها في محضر 
التفتيش.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 7}"
"المادة السابعة والأربعون: 
يكون تفتيش المسكن بحضور صاحبه أو مَنْ ينيبه أو أحد أفراد أسرته الكامل الأهلية المقيم معه. وإذا 
تعذر حضور أحد هؤلاء، وجب أن يكون التفتيش بحضور عمدة الحي أو مَنْ في حكمه أو شاهدين،  
ويُمَك ن صاحب المسكن أو مَنْ ينوب عنه من الاطلاع على إذن التفتيش ويُثْبَت ذلك في المحضر.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 8}"
"المادة الثامنة والأربعون: 
يجب أن يتضمن محضر التفتيش ما يأتي: 
1 - اسم من أجرى التفتيش ووظيفته وتوقيعه وتاريخ التفتيش وساعته. 
2 - نص الإذن الصادر بإجراءالتفتيش، أو بيان الضرورة الملحة التي اقتضت التفتيش بغير إذن . 
3 - أسماء الأشخاص الذين حضروا التفتيش وتوقيعاتهم. 
4 - وصف الموجودات التي ضبطت وصفاا دقيقاا.  
5 - إثبات جميع الإجراءات التي اتخذت أثناء التفتيش والإجراءات المتخذة بالنسبة إلى الأشياء
المضبوطة.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 8}"
"المادة التاسعة والأربعون : 
إذا وجد رجل الضبط الجنائي في مسكن المتهم أوراقاا مختومة أو مغلقة بأي طريقة فلا يجوز له أن 
يفضها، وعليه إثبات ذلك في محضر التفتيش وعرضها على المحقق المختص.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 8}"
"المادة الخمسون: 
1 - قبل مغادرة مكان التفتيش توضع الأشياء والأوراق المضبوطة في حرز مغلق، وتربط إن أمكن  
ذلك، ويختم عليها، ويكتب على شريط داخل الختم تاريخ المحضر المحرر بضبطها، ويشار إلى 
الموضوع الذي حصل الضبط من أجله. 
2 - تحفظ الأشياء المحرزة في أماكن تعد لهذا الغرض لدى جهة الضبط الجنائي المختصة، محتوية
على إجراءات السلامة والأمان؛ ويكون حفظها بحسب ما تقتضيه طبيعة كل محرز، ويوضع سجل  
خاص بهذه المحرزات يُدوَّن فيه رقم المحرز ورقم القضية، ونوعها، وأسماء أطرافها، وموجز 
عنها، ووصف المحرز، والإجراءات المتخذة في شأنها، وتخضع هذه الأماكن لرقابة هيئة التحقيق 
والادعاء العام وتفتيشها.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 8}"
"المادة الحادية والخمسون : 
لا يجوز فض الأختام الموضوعة - طبقاا للمادة (الخمسين) من هذا النظام - إلا بحضور المتهم أو 
وكيله أو من ضبطت عنده هذه الأشياء، أو بعد دعوتهم لذلك وإبلاغهم بها وعدم حضورهم في 
الوقت المحدد.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 8}"
"المادة الثانية والخمسون: 
يجب أن يكون التفتيش نهاراا من شروق الشمس إلى غروبها في حدود السلطة التي يخولها النظام،  
ويمكن أن يستمر التفتيش إلى الليل ما دام إجراؤه متصلاا. ولا يجوز دخول المساكن ليلاا إلا في حال 
التلبس بالجريمة.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 8}"
"المادة الثالثة والخمسون: 
إذا لم يكن في المسكن المراد تفتيشه إلا المرأة المتهمة، وجب أن يكون مع القائمين بالتفتيش امرأة.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 8}"
"المادة الرابعة والخمسون: 
مع مراعاة حكم المادتين (الثالثة والأربعين) و(الخامسة والأربعين) من هذا النظام، إذا كان في 
المسكن نساء ولم يكن الغرض من الدخول القبض عليهن ولا تفتيشهن، وجب أن يكون مع القائمين 
بالتفتيش امرأة، وأن يُمَكَّ ن  من الاحتجاب، أو مغادرة المسكن، وأن يُمْنَحْنَ التسهيلات اللازمة لذلك 
بما لا يضر بمصلحة التفتيش ونتيجته.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 9}"
"المادة الخامسة والخمسون: 
لا يجوز تفتيش غير المتهم أو مسكن غير مسكنه، إلا إذا اتضح من أمارات قوية أن هذا التفتيش 
سيفيد في التحقيق.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 9}"
"المادة السادسة والخمسون: 
للرسائل البريدية والبرقية والمحادثات الهاتفية وغيرها من وسائل الاتصال حرمة، فلا يجوز 
الاطلاع عليها أو مراقبتها إلا بأمر مسبَّب ولمدة محددة، وفقاا لما ينص عليه هذا النظام.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 9}"
"المادة السابعة والخمسون: 
لرئيس هيئة التحقيق والادعاء العام أن يأمر بضبط الرسائل والخطابات والمطبوعات والطرود، وله  
أن يأذن بمراقبة المحادثات الهاتفية وتسجيلها، متى كان لذلك فائدة في ظهور الحقيقة في جريمة 
وقعت، على أن يكون الأمر أو الإذن مسبَّباا ومحدداا بمدة لا تزيد على عشرة أيام قابلة للتجديد وفقاا 
لمقتضيات التحقيق.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 9}"
"المادة الثامنة والخمسون : 
للمحقق وحده الاطلاع على الخطابات والرسائل والأوراق والأشياء الأخرى المضبوطة، وله أن 
يستمع إلى التسجيلات، وله - بحسب مقتضيات التحقيق - أن يأمر بضمها أو نسخ منها إلى ملف 
القضية، أو يأمر بردها إلى من كان حائزاا لها أو مرسلة إليه.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 9}"
"المادة التاسعة والخمسون : 
يُبَلَّغ مضمون الخطابات والرسائل البريدية والبرقية المضبوطة إلى المتهم أو الشخص المرسلة إليه، 
أو تعطى له صورة منها في أقرب وقت، إلا إذا كان في ذلك إضرار بسير التحقيق.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 9}"
"المادة الستون: 
لصاحب الحق في الأشياء المضبوطة أن يطلب من المحقق المختص تسليمها إليه، وله في حال  
الرفض أن يتظلم لدى رئيس الدائرة التي يتبعها المحقق.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 9}"
"المادة الحادية والستون: 
يجب على المحقق وعلى كل من وصل إلى علمه - بسبب التفتيش - معلومات عن الأشياء والأوراق 
المضبوطة؛ أن يحافظ على سريتها، وألا ينتفع بها بأي طريقة كانت أو يفضي بها إلى غيره، إلا في 
الأحوال التي يقضي النظام بها. فإذا أفضى بها دون مسوغ نظامي أو انتفع بها بأي طريقة كانت، 
تعينت مساءلته.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 9}"
"المادة الثانية والستون: 
مع مراعاة حكم المادة (التاسعة والخمسين) من هذا النظام، إذا كان لمن ضبطت عنده الأوراق 
مصلحة عاجلة فيها تعطى له صورة منها مصدق عليها من المحقق.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 9}"
"المادة الثالثة والستون: 
للمحقق إذا رأى أن لا وجه للسير في الدعوى أن يوصي بحفظ الأوراق، ولرئيس الدائرة التي يتبعها 
المحقق الأمر بحفظها.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 10}"
"المادة الرابعة والستون: 
إذا صدر أمر بالحفظ وجب على المحقق إبلاغ المجني عليه والمدعي بالحق الخاص، وفي حال وفاة 
أحدهما يكون الإبلاغ لورثته جميعهم في مكان إقامة المتوفى.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 10}"
"المادة الخامسة والستون: 
للمتهم حق الاستعانة بوكيل أو محام لحضور التحقيق. ويجب على المحقق أن يقوم بالتحقيق في  
جميع الجرائم الكبيرة وفقاا لما هو منصوص عليه في هذا النظام. وله في غير هذه الجرائم أن يقوم 
بالتحقيق فيها إذا وجد أن ظروفها أو أهميتها تستلزم ذلك، أو أن يرفع الدعوى بتكليف المتهم 
بالحضور مباشرة أمام المحكمة المختصة.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 10}"
"المادة السادسة والستون: 
للمحقق أن يندب كتابة أحد رجال الضبط الجنائي للقيام بإجراء معين أو أكثر من إجراءات التحقيق، 
عدا استجواب المتهم، ويكون للمندوب - في حدود ندبه - السلطة التي للمحقق في هذا الإجراء. وإذا 
دعت الحال إلى اتخاذ المحقق إجراء من الإجراءات خارج دائرة اختصاصه، فله أن يندب بذلك 
محقق الدائرة المختصة أو أحد رجال الضبط الجنائي بها بحسب الأحوال. ويجب على المحقق أن 
ينتقل بنفسه للقيام بهذا الإجراء إذا اقتضت مصلحة التحقيق ذلك.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 10}"
"المادة السابعة والستون: 
يجب على المحقق في جميع الأحوال التي يندب فيها غيره لإجراء بعض التحقيقات أن يبين  - كتابةا - 
المسائل المطلوب تحقيقها والإجراءات المطلوب اتخاذها. وللمندوب أن يجري أي عمل آخر من 
أعمال التحقيق، وأن يستجوب المتهم في الأحوال التي يخشى فيها فوات الوقت، متى كان ذلك 
متصلاا بالعمل المندوب له ولازماا في كشف الحقيقة.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 10}"
"المادة الثامنة والستون: 
تعد إجراءات التحقيق نفسها والنتائج التي تسفر عنها من الأسرار التي يجب على المحققين 
ومعاونيهم - من كتاب وخبراء وغيرهم ممن يتصلون بالتحقيق أو يحضرونه بسبب وظيفتهم أو 
مهنتهم - عدم إفشائها، ومن يخالف منهم تتعين مساءلته.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 10}"
"المادة التاسعة والستون : 
1 - لمن لحقه ضرر من الجريمة أن يد عي بحقه الخاص أثناء التحقيق في الدعوى، ويفصل المحقق
في مدى قبول هذا الادعاء خلال ثلاثة أيام من تاريخ تقديمه إليه. ولمن رُفِّضَ طلبه أن يعترض على 
هذا القرار لدى رئيس الدائرة التي يتبعها المحقق خلال أسبوع من تاريخ إبلاغه بالقرار، ويكون  
قرار رئيس الدائرة في مرحلة التحقيق نهائياا.  
2 - للمتهم، والمجني عليه، والمدعي بالحق الخاص، ووكيل كل منهم أو محاميه، أن يحضروا
إجراءات التحقيق وفق ما تحدده اللوائح اللازمة لهذا النظام.","{""source"": ""نظام الإجراءات الجزائية.pdf"", ""page"": 10}"
